recommendation_id,created_at,worker_id,position,hourly_rate,experience_count,hired,category
388e-e930ff65-87d1,2012-06-20 1:14:53,2011743826,4,43,304,0,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2015837725,5,29,10,0,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2014053337,6,28,3,0,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2015481050,7,29,9,0,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2011633798,8,45,318,0,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2011567954,9,29,8,0,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2012811077,10,28,0,0,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2011082578,11,35,59,1,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2010743562,12,40,68,0,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2011209225,13,27,17,0,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2011867209,14,50,914,0,Handywork
388e-e930ff65-87d1,2012-06-20 1:14:53,2014034265,15,28,0,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2011743826,1,43,304,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2015837725,2,29,10,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2015317979,3,25,0,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2014053337,4,28,3,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2015481050,5,29,9,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2011633798,6,45,318,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2011567954,7,29,8,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2012811077,8,28,0,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2011082578,9,35,59,1,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2010743562,10,40,68,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2011209225,11,27,17,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2011867209,12,50,914,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2014325222,13,29,5,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2009568707,14,50,75,0,Handywork
156e-178d9e1f-a83e,2012-06-20 1:14:59,2016511495,15,29,4,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2015628850,1,28,33,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2009092219,2,42,353,1,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2015317979,3,25,0,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2016328975,4,42,191,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2009965804,5,42,426,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2011236556,6,45,472,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2012268240,7,45,838,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2012268710,8,47,486,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2011358223,9,44,189,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2017025547,10,38,112,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2010965308,11,48,419,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2011540590,12,48,310,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2015615832,13,29,4,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2011531543,14,30,38,0,Handywork
486c-18e297b9-96d3,2012-06-20 1:57:16,2015004106,15,29,1,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2015628850,1,28,33,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2009092219,2,42,353,1,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2015317979,3,25,0,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2015532964,4,26,18,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2016328975,5,42,191,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2009965804,6,42,426,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2011657497,7,42,210,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2011236556,8,45,472,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2012268240,9,45,838,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2012268710,10,47,486,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2015589582,11,29,39,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2011358223,12,44,189,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2017025547,13,38,112,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2010965308,14,48,419,0,Handywork
ddc9-b8964119-86cc,2012-06-20 1:57:46,2011540590,15,48,310,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2015628850,1,28,33,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2009092219,2,42,353,1,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2015317979,3,25,0,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2016328975,4,42,191,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2009965804,5,42,426,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2011236556,6,45,472,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2012268240,7,45,838,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2015589582,8,29,39,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2011358223,9,44,189,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2017025547,10,38,112,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2010965308,11,48,419,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2011540590,12,48,310,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2015837725,13,29,10,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2015615832,14,29,4,0,Handywork
ef89-22067865-9e5a,2012-06-20 1:57:55,2011531543,15,30,38,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2011743826,1,43,305,1,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2015674205,2,28,8,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2015317979,3,25,0,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2015589582,4,29,39,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2014053337,5,28,3,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2015481050,6,29,10,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2011633798,7,45,318,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2011567954,8,29,9,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2012811077,9,28,0,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2010743562,10,40,68,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2014325222,11,29,5,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2011273547,12,39,90,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2009568707,13,50,75,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2016511495,14,29,4,0,Handywork
4cd6-192f71b6-bb70,2012-06-20 4:04:55,2016449931,15,50,177,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2011568936,1,40,905,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2016301881,2,37,132,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2014034265,3,28,0,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2011027564,4,30,103,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2008902668,5,40,193,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2011743826,6,43,305,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2012268710,7,47,486,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2015589582,8,29,39,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2011722947,9,29,18,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2014334368,10,25,4,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2013905791,11,26,4,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2014053337,12,28,3,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2015615832,13,29,5,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2011567954,14,29,10,0,Handywork
4c02-275a16a6-a0cd,2012-06-20 14:02:37,2014298551,15,29,0,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2011195661,1,38,151,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2016301881,2,37,132,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2014298551,3,29,0,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2011027564,4,30,103,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2011657497,5,42,210,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2008902668,6,40,193,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2012268240,7,45,838,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2011743826,8,43,305,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2015674205,9,28,8,1,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2015872831,10,30,14,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2015589582,11,29,39,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2014334368,12,25,4,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2014273902,13,26,9,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2017025547,14,38,113,0,Handywork
7255-52ebe3a9-a079,2012-06-20 14:05:28,2013965053,15,35,0,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2016301881,1,37,132,1,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2011743826,2,43,305,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2014034265,3,28,0,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2014053337,4,28,3,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2011567954,5,29,10,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2010743562,6,40,68,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2015607757,7,33,12,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2014325222,8,29,5,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2009568707,9,50,75,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2016511495,10,29,4,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2016519064,11,48,107,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2016449931,12,50,177,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2014147490,13,50,10,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2015370596,14,50,27,0,Handywork
3c45-6d1e7bb1-a192,2012-06-20 15:22:25,2015317979,15,25,0,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2011195661,1,38,151,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2016301881,2,37,132,1,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2015317979,3,25,0,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2011743826,4,43,305,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2015872831,5,30,14,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2011358223,6,44,189,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2011540590,7,48,311,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2014053337,8,28,3,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2011567954,9,29,10,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2015569521,10,29,15,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2011236441,11,50,1206,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2009991907,12,40,74,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2010911268,13,29,2,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2015607757,14,33,12,0,Handywork
500-1dfb97c8-885e,2012-06-20 15:23:28,2010801088,15,50,471,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2016328975,1,42,191,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2011480922,2,45,510,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2015317979,3,25,0,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2010841829,4,45,602,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2016685603,5,30,52,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2011628454,6,45,1031,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2015872831,7,30,14,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2011358223,8,44,189,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2011540590,9,48,311,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2014053337,10,28,3,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2014299784,11,29,5,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2011567954,12,29,10,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2015569521,13,29,15,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2011268156,14,35,344,0,Handywork
3e2c-27a78716-bb9c,2012-06-20 15:23:33,2014034265,15,28,0,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2016328975,1,42,191,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2011480922,2,45,510,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2014177038,3,26,2,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2009074798,4,37,184,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2016685603,5,30,52,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2011628454,6,45,1031,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2015872831,7,30,14,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2011358223,8,44,189,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2011540590,9,48,311,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2014053337,10,28,3,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2011567954,11,29,10,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2015569521,12,29,15,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2011236441,13,50,1206,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2009991907,14,40,74,0,Handywork
d83a-3af38564-b320,2012-06-20 15:23:36,2015317979,15,25,0,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2016301881,1,37,132,1,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2011743826,2,43,305,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2014034265,3,28,0,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2014053337,4,28,3,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2011567954,5,29,10,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2010743562,6,40,68,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2015607757,7,33,12,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2014325222,8,29,5,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2009568707,9,50,75,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2016511495,10,29,4,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2016519064,11,48,107,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2016449931,12,50,177,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2014147490,13,50,10,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2015370596,14,50,27,0,Handywork
6ad8-60de1d05-921a,2012-06-20 15:23:41,2015317979,15,25,0,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2015916009,1,36,85,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2015674205,2,28,8,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2015317979,3,25,0,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2017025547,4,38,114,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2013905791,5,26,5,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2014053337,6,28,3,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2011567954,7,29,10,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2012811077,8,28,0,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2010743562,9,40,68,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2015607757,10,33,12,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2014325222,11,29,6,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2011273547,12,39,90,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2009568707,13,50,75,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2016511495,14,29,4,0,Handywork
5ca9-1edbe604-8e6b,2012-06-20 17:44:45,2014034265,15,28,0,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2011195661,1,38,151,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2015916009,2,36,85,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2015004106,3,29,1,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2015417727,4,28,13,1,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2011657497,5,42,211,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2008902668,6,40,194,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2015674205,7,28,8,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2015872831,8,30,14,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2017025547,9,38,114,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2011540590,10,48,311,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2013905791,11,26,5,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2014053337,12,28,3,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2011567954,13,29,10,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2012811077,14,28,0,0,Handywork
90f7-81a6b794-8534,2012-06-20 17:45:27,2013965053,15,35,0,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2011195661,1,38,151,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2011568936,2,40,905,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2010805865,3,95,0,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2015916009,4,36,85,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2015417727,5,28,13,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2011657497,6,42,212,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2008902668,7,40,195,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2012268240,8,45,838,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2011274997,9,43,198,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2011743826,10,43,306,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2016970609,11,35,43,1,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2015674205,12,28,8,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2015789069,13,30,12,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2010803663,14,35,32,0,Handywork
08f6-e635eba4-850000,2012-06-20 19:13:57,2015317979,15,25,0,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2011568936,1,40,905,1,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2015916009,2,36,85,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2015317979,3,25,0,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2014334368,4,25,4,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2013908389,5,29,21,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2015837725,6,29,13,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2014053337,7,28,4,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2015481050,8,29,12,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2011859962,9,28,3,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2011567954,10,29,11,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2012811077,11,28,1,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2015453434,12,36,13,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2012098187,13,45,165,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2011867209,14,50,914,0,Handywork
6ec9-bc8bb507-8a4d,2012-06-20 20:18:42,2015004106,15,29,1,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2011568936,1,40,905,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2016328975,2,42,191,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2010805865,3,95,0,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2015417727,4,28,13,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2011657497,5,42,212,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2011616453,6,41,292,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2011236556,7,45,473,1,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2011480922,8,45,512,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2012268240,9,45,838,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2010841829,10,45,603,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2011552804,11,40,57,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2009074798,12,37,187,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2011274997,13,43,198,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2016685603,14,30,53,0,Handywork
1657-5b990dd9-8614,2012-06-20 21:58:24,2017025547,15,38,116,0,Handywork
7927-ce362467-b71e,2012-06-20 21:58:53,2015417727,1,28,13,0,Handywork
7927-ce362467-b71e,2012-06-20 21:58:53,2011657497,2,42,212,0,Handywork
7927-ce362467-b71e,2012-06-20 21:58:53,2010805865,3,95,0,0,Handywork
7927-ce362467-b71e,2012-06-20 21:58:53,2011616453,4,41,292,0,Handywork
7927-ce362467-b71e,2012-06-20 21:58:53,2011236556,5,45,473,1,Handywork
7927-ce362467-b71e,2012-06-20 21:58:53,2011480922,6,45,512,0,Handywork
7927-ce362467-b71e,2012-06-20 21:58:53,2010841829,7,45,603,0,Handywork
7927-ce362467-b71e,2012-06-20 21:58:53,2009074798,8,37,187,0,Handywork
7927-ce362467-b71e,2012-06-20 21:58:53,2011274997,9,43,198,0,Handywork
